p_exponent,analytic_delta_power_kW,analytic_increase_pct,implied_voltage_scaling_10_to_5,feasible_at_5pct_headroom,numeric_weighted_power_10_kW,numeric_weighted_power_5_kW,numeric_increase_pct
1.0,280.2051186541554,14.202067362148847,1.1021826922963076,False,,,
1.5,180.668383625998,9.157093798967693,1.067010807432356,False,,,
2.0,133.27526605334023,6.754995466496193,1.049848238371539,True,1972.988238324754,2105.5434577723954,6.71850023597671
2.5,105.57026730056359,5.350780367053902,1.0396835580306782,True,1929.6906785670128,2039.9942720990787,5.716128224963879
3.0,87.39825431478258,4.429740259830013,1.0329618669375051,True,1848.2419134377956,1937.736100681834,4.842125188989788
